space,subspace,title,lang,description,code
mainframe,jcl/utilitarios,JCL 024 - Cópia de PDS com IEBCOPY,jcl,Copia membros entre bibliotecas particionadas. Variante 24.,"//COPY024 JOB (ACCT),'COPY 24',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=IEBCOPY
//SYSPRINT DD   SYSOUT=*
//SYSUT1   DD   DSN=USER24.SRC.PDS,DISP=SHR
//SYSUT2   DD   DSN=USER24.BKP.PDS,DISP=SHR
//SYSIN    DD   *
  COPY OUTDD=SYSUT2,INDD=SYSUT1
/*"
mainframe,jcl/utilitarios,JCL 025 - IDCAMS DEFINE CLUSTER,jcl,Cria um KSDS simples com chave e espaço inicial. Variante 25.,"//VSAM025 JOB (ACCT),'VSAM 25',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=IDCAMS
//SYSPRINT DD   SYSOUT=*
//SYSIN    DD   *
  DEFINE CLUSTER(NAME(USER25.ARQ.KSDS) -
         INDEXED -
         KEYS(10 0) -
         RECORDSIZE(100 100) -
         FREESPACE(10 10) -
         CYLINDERS(1 1))
/*"
mainframe,jcl/execucao,JCL 026 - Uso de COND para pular step,jcl,Evita executar o step seguinte quando o RC atende a uma condição definida. Variante 26.,"//COND026 JOB (ACCT),'COND 26',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=PROGA
//STEP2    EXEC PGM=PROGB,COND=(4,LT,STEP1)
//STEPLIB  DD   DSN=USER.LOADLIB,DISP=SHR"
mainframe,jcl/execucao,JCL 027 - Estrutura IF/THEN/ELSE em JCL,jcl,Controla passos com sintaxe mais legível do que COND em fluxos maiores. Variante 27.,"//IFEL027 JOB (ACCT),'IFEL 27',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=PROGA
//IFOK     IF (STEP1.RC = 0) THEN
//STEP2      EXEC PGM=PROGB
//ELSE       
//STEP3      EXEC PGM=PROGC
//ENDIF    ENDIF"
mainframe,jcl/procedures,JCL 028 - Chamada de PROC catalogada,jcl,Executa uma procedure reutilizável e sobrescreve parâmetros. Variante 28.,"//PROC028 JOB (ACCT),'PROC 28',CLASS=A,MSGCLASS=X
//ETAPA1   EXEC MINHAPRC,ARQENT=USER28.IN,ARQSAI=USER28.OUT
//* Observação: variante 28 com foco em retorno e catalogação"
mainframe,jcl/generico,JCL 029 - PROC in-stream com símbolo,jcl,Define uma PROC no próprio job usando parâmetros simbólicos. Variante 29.,"//INPR029 JOB (ACCT),'INPROC 29',CLASS=A,MSGCLASS=X
//MINIPROC PROC PGMN=IEFBR14
//PASSO1   EXEC PGM=&PGMN
//PEND
//STEP1    EXEC MINIPROC,PGMN=IDCAMS"
mainframe,jcl/dd,JCL 030 - Exemplo com DISP detalhado,jcl,Mostra intenção de uso e descarte em sucesso e falha. Variante 30.,"//DISP030 JOB (ACCT),'DISP 30',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=PROGA
//ARQENT   DD   DSN=CORP.BASE.CLIENTE,DISP=SHR
//ARQSAI   DD   DSN=USER30.SAIDA,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(10,5),RLSE),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=200,BLKSIZE=0)"
mainframe,jcl/basico,"JCL 031 - Exemplo de JOB com classe, msgclass e notificação",jcl,Mostra um esqueleto inicial de JOB com parâmetros comuns de execução. Variante 31.,"//JOB031   JOB (ACCT),'EXEMPLO 31',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//STEP1    EXEC PGM=IEFBR14
//DD1      DD   DSN=USER31.TEMP.FILE,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA"
mainframe,jcl/datasets,JCL 032 - Alocação de dataset com IEFBR14,jcl,Usa IEFBR14 apenas para alocar e catalogar um dataset físico. Variante 32.,"//ALOC032 JOB (ACCT),'ALLOC 32',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//ALLOC    EXEC PGM=IEFBR14
//ARQ1     DD   DSN=USER32.TEST.SEQ,DISP=(NEW,CATLG,DELETE),
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
mainframe,jcl/utilitarios,JCL 033 - SORT com campos posicionais,jcl,Ordena registros por uma chave simples usando DFSORT/SYNCSORT. Variante 33.,"//SORT033 JOB (ACCT),'SORT 33',CLASS=A,MSGCLASS=X,TYPRUN=HOLD
//STEP1    EXEC PGM=SORT
//SORTIN   DD   DSN=USER33.INPUT,DISP=SHR
//SORTOUT  DD   DSN=USER33.OUTPUT,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=0)
//SYSIN    DD   *
  SORT FIELDS=(1,10,CH,A)
/*"
mainframe,jcl/utilitarios,JCL 034 - Cópia de PDS com IEBCOPY,jcl,Copia membros entre bibliotecas particionadas. Variante 34.,"//COPY034 JOB (ACCT),'COPY 34',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=IEBCOPY
//SYSPRINT DD   SYSOUT=*
//SYSUT1   DD   DSN=USER34.SRC.PDS,DISP=SHR
//SYSUT2   DD   DSN=USER34.BKP.PDS,DISP=SHR
//SYSIN    DD   *
  COPY OUTDD=SYSUT2,INDD=SYSUT1
/*"
mainframe,jcl/utilitarios,JCL 035 - IDCAMS DEFINE CLUSTER,jcl,Cria um KSDS simples com chave e espaço inicial. Variante 35.,"//VSAM035 JOB (ACCT),'VSAM 35',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=IDCAMS
//SYSPRINT DD   SYSOUT=*
//SYSIN    DD   *
  DEFINE CLUSTER(NAME(USER35.ARQ.KSDS) -
         INDEXED -
         KEYS(10 0) -
         RECORDSIZE(100 100) -
         FREESPACE(10 10) -
         CYLINDERS(1 1))
/*
//* Observação: variante 35 com foco em retorno e catalogação"
mainframe,jcl/execucao,JCL 036 - Uso de COND para pular step,jcl,Evita executar o step seguinte quando o RC atende a uma condição definida. Variante 36.,"//COND036 JOB (ACCT),'COND 36',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=PROGA
//STEP2    EXEC PGM=PROGB,COND=(4,LT,STEP1)
//STEPLIB  DD   DSN=USER.LOADLIB,DISP=SHR"
mainframe,jcl/execucao,JCL 037 - Estrutura IF/THEN/ELSE em JCL,jcl,Controla passos com sintaxe mais legível do que COND em fluxos maiores. Variante 37.,"//IFEL037 JOB (ACCT),'IFEL 37',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=PROGA
//IFOK     IF (STEP1.RC = 0) THEN
//STEP2      EXEC PGM=PROGB
//ELSE       
//STEP3      EXEC PGM=PROGC
//ENDIF    ENDIF"
mainframe,jcl/procedures,JCL 038 - Chamada de PROC catalogada,jcl,Executa uma procedure reutilizável e sobrescreve parâmetros. Variante 38.,"//PROC038 JOB (ACCT),'PROC 38',CLASS=A,MSGCLASS=X
//ETAPA1   EXEC MINHAPRC,ARQENT=USER38.IN,ARQSAI=USER38.OUT"
mainframe,jcl/generico,JCL 039 - PROC in-stream com símbolo,jcl,Define uma PROC no próprio job usando parâmetros simbólicos. Variante 39.,"//INPR039 JOB (ACCT),'INPROC 39',CLASS=A,MSGCLASS=X
//MINIPROC PROC PGMN=IEFBR14
//PASSO1   EXEC PGM=&PGMN
//PEND
//STEP1    EXEC MINIPROC,PGMN=IDCAMS"
mainframe,jcl/dd,JCL 040 - Exemplo com DISP detalhado,jcl,Mostra intenção de uso e descarte em sucesso e falha. Variante 40.,"//DISP040 JOB (ACCT),'DISP 40',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=PROGA
//ARQENT   DD   DSN=CORP.BASE.CLIENTE,DISP=SHR
//ARQSAI   DD   DSN=USER40.SAIDA,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(10,5),RLSE),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=200,BLKSIZE=0)"
mainframe,jcl/basico,"JCL 041 - Exemplo de JOB com classe, msgclass e notificação",jcl,Mostra um esqueleto inicial de JOB com parâmetros comuns de execução. Variante 41.,"//JOB041   JOB (ACCT),'EXEMPLO 41',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//STEP1    EXEC PGM=IEFBR14
//DD1      DD   DSN=USER41.TEMP.FILE,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA"
mainframe,jcl/datasets,JCL 042 - Alocação de dataset com IEFBR14,jcl,Usa IEFBR14 apenas para alocar e catalogar um dataset físico. Variante 42.,"//ALOC042 JOB (ACCT),'ALLOC 42',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//ALLOC    EXEC PGM=IEFBR14
//ARQ1     DD   DSN=USER42.TEST.SEQ,DISP=(NEW,CATLG,DELETE),
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA
//* Observação: variante 42 com foco em retorno e catalogação"
mainframe,jcl/utilitarios,JCL 043 - SORT com campos posicionais,jcl,Ordena registros por uma chave simples usando DFSORT/SYNCSORT. Variante 43.,"//SORT043 JOB (ACCT),'SORT 43',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=SORT
//SORTIN   DD   DSN=USER43.INPUT,DISP=SHR
//SORTOUT  DD   DSN=USER43.OUTPUT,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=0)
//SYSIN    DD   *
  SORT FIELDS=(1,10,CH,A)
/*"
mainframe,jcl/utilitarios,JCL 044 - Cópia de PDS com IEBCOPY,jcl,Copia membros entre bibliotecas particionadas. Variante 44.,"//COPY044 JOB (ACCT),'COPY 44',CLASS=A,MSGCLASS=X,TYPRUN=HOLD
//STEP1    EXEC PGM=IEBCOPY
//SYSPRINT DD   SYSOUT=*
//SYSUT1   DD   DSN=USER44.SRC.PDS,DISP=SHR
//SYSUT2   DD   DSN=USER44.BKP.PDS,DISP=SHR
//SYSIN    DD   *
  COPY OUTDD=SYSUT2,INDD=SYSUT1
/*"
mainframe,jcl/utilitarios,JCL 045 - IDCAMS DEFINE CLUSTER,jcl,Cria um KSDS simples com chave e espaço inicial. Variante 45.,"//VSAM045 JOB (ACCT),'VSAM 45',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=IDCAMS
//SYSPRINT DD   SYSOUT=*
//SYSIN    DD   *
  DEFINE CLUSTER(NAME(USER45.ARQ.KSDS) -
         INDEXED -
         KEYS(10 0) -
         RECORDSIZE(100 100) -
         FREESPACE(10 10) -
         CYLINDERS(1 1))
/*"
mainframe,jcl/execucao,JCL 046 - Uso de COND para pular step,jcl,Evita executar o step seguinte quando o RC atende a uma condição definida. Variante 46.,"//COND046 JOB (ACCT),'COND 46',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=PROGA
//STEP2    EXEC PGM=PROGB,COND=(4,LT,STEP1)
//STEPLIB  DD   DSN=USER.LOADLIB,DISP=SHR"
mainframe,jcl/execucao,JCL 047 - Estrutura IF/THEN/ELSE em JCL,jcl,Controla passos com sintaxe mais legível do que COND em fluxos maiores. Variante 47.,"//IFEL047 JOB (ACCT),'IFEL 47',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=PROGA
//IFOK     IF (STEP1.RC = 0) THEN
//STEP2      EXEC PGM=PROGB
//ELSE       
//STEP3      EXEC PGM=PROGC
//ENDIF    ENDIF"
mainframe,jcl/procedures,JCL 048 - Chamada de PROC catalogada,jcl,Executa uma procedure reutilizável e sobrescreve parâmetros. Variante 48.,"//PROC048 JOB (ACCT),'PROC 48',CLASS=A,MSGCLASS=X
//ETAPA1   EXEC MINHAPRC,ARQENT=USER48.IN,ARQSAI=USER48.OUT"
mainframe,jcl/generico,JCL 049 - PROC in-stream com símbolo,jcl,Define uma PROC no próprio job usando parâmetros simbólicos. Variante 49.,"//INPR049 JOB (ACCT),'INPROC 49',CLASS=A,MSGCLASS=X
//MINIPROC PROC PGMN=IEFBR14
//PASSO1   EXEC PGM=&PGMN
//PEND
//STEP1    EXEC MINIPROC,PGMN=IDCAMS
//* Observação: variante 49 com foco em retorno e catalogação"
mainframe,jcl/dd,JCL 050 - Exemplo com DISP detalhado,jcl,Mostra intenção de uso e descarte em sucesso e falha. Variante 50.,"//DISP050 JOB (ACCT),'DISP 50',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=PROGA
//ARQENT   DD   DSN=CORP.BASE.CLIENTE,DISP=SHR
//ARQSAI   DD   DSN=USER50.SAIDA,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(10,5),RLSE),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=200,BLKSIZE=0)"
mainframe,jcl/basico,"JCL 051 - Exemplo de JOB com classe, msgclass e notificação",jcl,Mostra um esqueleto inicial de JOB com parâmetros comuns de execução. Variante 51.,"//JOB051   JOB (ACCT),'EXEMPLO 51',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//STEP1    EXEC PGM=IEFBR14
//DD1      DD   DSN=USER51.TEMP.FILE,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA"
mainframe,jcl/datasets,JCL 052 - Alocação de dataset com IEFBR14,jcl,Usa IEFBR14 apenas para alocar e catalogar um dataset físico. Variante 52.,"//ALOC052 JOB (ACCT),'ALLOC 52',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//ALLOC    EXEC PGM=IEFBR14
//ARQ1     DD   DSN=USER52.TEST.SEQ,DISP=(NEW,CATLG,DELETE),
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
mainframe,jcl/utilitarios,JCL 053 - SORT com campos posicionais,jcl,Ordena registros por uma chave simples usando DFSORT/SYNCSORT. Variante 53.,"//SORT053 JOB (ACCT),'SORT 53',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=SORT
//SORTIN   DD   DSN=USER53.INPUT,DISP=SHR
//SORTOUT  DD   DSN=USER53.OUTPUT,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=0)
//SYSIN    DD   *
  SORT FIELDS=(1,10,CH,A)
/*"
mainframe,jcl/utilitarios,JCL 054 - Cópia de PDS com IEBCOPY,jcl,Copia membros entre bibliotecas particionadas. Variante 54.,"//COPY054 JOB (ACCT),'COPY 54',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=IEBCOPY
//SYSPRINT DD   SYSOUT=*
//SYSUT1   DD   DSN=USER54.SRC.PDS,DISP=SHR
//SYSUT2   DD   DSN=USER54.BKP.PDS,DISP=SHR
//SYSIN    DD   *
  COPY OUTDD=SYSUT2,INDD=SYSUT1
/*"
mainframe,jcl/utilitarios,JCL 055 - IDCAMS DEFINE CLUSTER,jcl,Cria um KSDS simples com chave e espaço inicial. Variante 55.,"//VSAM055 JOB (ACCT),'VSAM 55',CLASS=A,MSGCLASS=X,TYPRUN=HOLD
//STEP1    EXEC PGM=IDCAMS
//SYSPRINT DD   SYSOUT=*
//SYSIN    DD   *
  DEFINE CLUSTER(NAME(USER55.ARQ.KSDS) -
         INDEXED -
         KEYS(10 0) -
         RECORDSIZE(100 100) -
         FREESPACE(10 10) -
         CYLINDERS(1 1))
/*"
mainframe,jcl/execucao,JCL 056 - Uso de COND para pular step,jcl,Evita executar o step seguinte quando o RC atende a uma condição definida. Variante 56.,"//COND056 JOB (ACCT),'COND 56',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=PROGA
//STEP2    EXEC PGM=PROGB,COND=(4,LT,STEP1)
//STEPLIB  DD   DSN=USER.LOADLIB,DISP=SHR
//* Observação: variante 56 com foco em retorno e catalogação"
mainframe,jcl/execucao,JCL 057 - Estrutura IF/THEN/ELSE em JCL,jcl,Controla passos com sintaxe mais legível do que COND em fluxos maiores. Variante 57.,"//IFEL057 JOB (ACCT),'IFEL 57',CLASS=A,MSGCLASS=X
//STEP1    EXEC PGM=PROGA
//IFOK     IF (STEP1.RC = 0) THEN
//STEP2      EXEC PGM=PROGB
//ELSE       
//STEP3      EXEC PGM=PROGC
//ENDIF    ENDIF"
