kind,space,subspace,spaceIcon,subspaceIcon,title,prompt,modelAnswer
exercise,Perguntas Estudo,Datasets,,,GDG Base,Como se define um GDG Base?,"Usa-se IDCAMS DEFINE GDG com parâmetros: NAME (nome base), LIMIT (máximo de gerações ativas), SCRATCH/NOSCRATCH (apagar ou não gerações antigas), EMPTY/NOEMPTY (esvaziar todas ou só a mais antiga ao atingir o limite)."
exercise,Perguntas Estudo,Datasets,,,GDS,O que é um GDS?,Generation Data Set é cada membro individual de um GDG. Tem nome no formato NOME.BASE.GnnnnVnn onde n é o número da geração e versão. No JCL referencia-se como NOME.BASE(+1) para criar nova geração ou NOME.BASE(0) para a corrente.
exercise,Perguntas Estudo,Datasets,,,SMS,O que é SMS (Storage Management Subsystem)?,"É o subsistema que automatiza o gerenciamento de storage no z/OS. Define classes (Data Class, Storage Class, Management Class) que determinam automaticamente atributos como RECFM, LRECL, tipo de volume, migração e backup sem intervenção manual."
exercise,Perguntas Estudo,Datasets,,,Data Class,O que define uma Data Class no SMS?,"Define atributos padrão do dataset como RECFM, LRECL, BLKSIZE, SPACE, DSORG. Quando um dataset é alocado sob SMS, a Data Class fornece defaults que o JCL pode sobrescrever."
exercise,Perguntas Estudo,Datasets,,,Storage Class,Qual o papel da Storage Class?,"Define requisitos de performance e disponibilidade: tempo de resposta desejado, se o dataset deve ficar em cache, se precisa de acesso garantido. O SMS usa isso para escolher o volume físico mais adequado."
exercise,Perguntas Estudo,Datasets,,,Management Class,O que controla a Management Class?,"Controla políticas de ciclo de vida: migração automática (HSM), backup, retenção, expiração. Define quantos dias sem acesso antes de migrar para fita, frequência de backup, e quando o dataset pode ser deletado."
exercise,Perguntas Estudo,Datasets,,,DISP,"Explique o parâmetro DISP=(status,normal,abnormal).","Status: NEW (criar), OLD (acesso exclusivo), SHR (compartilhado), MOD (append). Normal disposition: KEEP, DELETE, CATLG, UNCATLG, PASS. Abnormal: mesmas opções, aplicadas se o step falhar. Ex: DISP=(NEW,CATLG,DELETE) cria, cataloga se OK, deleta se falhar."
exercise,Perguntas Estudo,Datasets,,,DISP MOD,Qual a diferença entre DISP=MOD e DISP=OLD?,"MOD posiciona o ponteiro de escrita após o último registro existente (append). Se o dataset não existe, funciona como NEW. OLD abre do início com acesso exclusivo. MOD é ideal para logs e acumulação de dados."
exercise,Perguntas Estudo,Datasets,,,UNIT e VOL,Para que servem UNIT e VOL no JCL?,"UNIT especifica o tipo de dispositivo (SYSDA para disco, TAPE para fita, 3390 para modelo específico). VOL=SER=volume identifica o volume específico. Em ambiente SMS, geralmente são opcionais pois o SMS escolhe automaticamente."
exercise,Perguntas Estudo,Datasets,,,Temporary Dataset,Como funciona um dataset temporário?,"Criado com DSN=&&TEMP ou sem DSN, existe apenas durante o job. DISP default é (NEW,DELETE,DELETE). Pode ser passado entre steps com DISP=(,PASS). O sistema gera nome único internamente. Não é catalogado."
exercise,Perguntas Estudo,Datasets,,,Concatenação,O que é concatenação de datasets no JCL?,"É a combinação de múltiplos datasets em uma única DD, lidos sequencialmente como se fossem um só. Define-se o primeiro DD com nome e os subsequentes sem nome (DD *). O DCB do primeiro DD prevalece. Máximo: 255 datasets."
exercise,Perguntas Estudo,Datasets,,,IEBGENER,Para que serve o utilitário IEBGENER?,"Copia datasets sequenciais, podendo reformatar registros, converter EBCDIC/ASCII, selecionar/editar campos via SYSIN. Uso básico: SYSUT1 (input), SYSUT2 (output), SYSIN com GENERATE MAXFLDS=n e RECORD FIELD=(length,input_pos,,output_pos)."
exercise,Perguntas Estudo,Datasets,,,IEBCOPY,Qual a função do IEBCOPY?,"Copia, comprime e faz merge de membros entre PDS/PDSE. SELECT MEMBER permite escolher membros específicos. COPY OUTDD=output,INDD=input. Também faz compress in-place quando OUTDD=INDD, recuperando espaço fragmentado em PDS."
exercise,Perguntas Estudo,Datasets,,,IEFBR14,O que faz o programa IEFBR14?,"É um programa 'nulo' que não faz nada — só retorna RC=0. Usado exclusivamente para alocar, deletar ou catalogar datasets via DD statements, sem processamento real. Exemplo: criar dataset vazio ou deletar com DISP=(OLD,DELETE)."
exercise,Perguntas Estudo,Datasets,,,IDCAMS,Liste 5 comandos importantes do IDCAMS.,"1) DEFINE CLUSTER (cria VSAM), 2) DELETE (remove datasets/catálogos), 3) REPRO (copia dados entre datasets), 4) LISTCAT (lista entradas do catálogo), 5) ALTER (modifica atributos de datasets catalogados). IDCAMS é a principal ferramenta de gerenciamento de catálogos."
exercise,Perguntas Estudo,Datasets,,,DFSORT,O que o DFSORT faz e como se usa?,"Ordena, mescla, copia e reformata datasets sequenciais. SORT FIELDS=(pos,len,format,sequence) define a chave. INCLUDE/OMIT filtra registros. OUTREC reformata a saída. INREC reformata a entrada. SUM pode somar campos numéricos agrupados."
exercise,Perguntas Estudo,Datasets,,,ICETOOL,Qual a relação entre ICETOOL e DFSORT?,"ICETOOL é um front-end do DFSORT que permite múltiplas operações em um único step: COUNT, SELECT, SORT, COPY, DISPLAY, STATS. Cada operação é definida por um bloco CTL com FROM/TO/USING. É mais flexível que DFSORT direto para processamentos complexos."
exercise,Perguntas Estudo,Datasets,,,Alias,O que é um Alias de dataset?,É um nome alternativo para um dataset já catalogado. Criado com IDCAMS DEFINE ALIAS (NAME(alias) RELATE(real.name)). Permite referenciar o mesmo dataset por diferentes HLQs sem duplicar dados. Comum para aliases de catálogo de usuário.
exercise,Perguntas Estudo,Datasets,,,RACF e Datasets,Como o RACF protege datasets?,"RACF (Resource Access Control Facility) usa perfis genéricos e discretos para controlar acesso. Permissões: NONE, READ, UPDATE, CONTROL, ALTER. Perfis genéricos usam * e % como wildcards. PERMIT concede acesso, RDEFINE cria perfis."
exercise,Perguntas Estudo,Datasets,,,Multivolume,O que é um dataset multivolume?,"É um dataset que se estende por mais de um volume DASD. Ocorre quando o espaço em um volume não é suficiente. O catálogo registra todos os volumes. VOL=SER=(vol1,vol2) pode especificar os volumes no JCL."
exercise,Perguntas Estudo,Datasets,,,VSAM vs Non-VSAM,Qual a diferença fundamental entre datasets VSAM e não-VSAM?,"VSAM (Virtual Storage Access Method) usa Control Intervals e Control Areas com índices B-tree para acesso direto por chave. Non-VSAM (PS, PO) usa acesso sequencial ou por endereço relativo. VSAM oferece acesso por chave, RBA ou RRN nativamente."
exercise,Perguntas Estudo,Datasets,,,DASD,O que é um DASD?,"Direct Access Storage Device é qualquer dispositivo de armazenamento com acesso direto (não sequencial como fita). No mainframe, são os discos (ex: 3390). Um volume 3390-3 tem 2226 cilindros, cada cilindro com 15 tracks de 56664 bytes."
exercise,Perguntas Estudo,Datasets,,,Tape Dataset,Como funciona um dataset em fita?,"Datasets em fita são sequenciais e acessados linearmente. Podem conter múltiplos datasets separados por tape marks. LABEL define o tipo de label (SL=Standard, NL=No Label). EXPDT ou RETPD controlam retenção."
exercise,Perguntas Estudo,Datasets,,,HSM,O que é o DFSMShsm?,"Hierarchical Storage Manager gerencia migração automática de datasets entre níveis de storage: Level 0 (DASD rápido), Level 1 (DASD mais lento), Level 2 (fita). Datasets pouco acessados migram para níveis inferiores. HRECALL recupera datasets migrados."
exercise,Perguntas Estudo,Datasets,,,Extend,O que acontece quando um dataset precisa de mais espaço?,"O sistema aloca a quantidade secundária definida em SPACE. Pode fazer até 15 extensões por volume (em volumes antigos) ou mais em volumes SMS. Se não houver espaço, ocorre abend x37 (B37/D37/E37) — espaço insuficiente."
exercise,Perguntas Estudo,Datasets,,,Abend x37,"Diferencie abends B37, D37 e E37.","B37: não há mais espaço no volume atual para extensão. D37: atingiu o máximo de extensões (16 no total). E37: atingiu o máximo de extensões E não há mais volumes disponíveis. Solução: aumentar SPACE, usar volume maior ou SMS com classes adequadas."
exercise,Perguntas Estudo,Datasets,,,LIKE,O que faz o parâmetro LIKE no JCL?,"Copia atributos DCB (RECFM, LRECL, BLKSIZE) e SPACE de um dataset existente para o novo dataset sendo alocado. Ex: DCB=*.STEP1.DD1 referencia outro DD no job. LIKE=existing.dataset copia atributos de um dataset catalogado."
exercise,Perguntas Estudo,Datasets,,,Dataset Name Rules,Quais as regras de nomenclatura de datasets?,"Máximo 44 caracteres. Qualificadores separados por ponto, cada um com 1-8 caracteres alfanuméricos (A-Z, 0-9, @, #, $). Primeiro caractere de cada qualificador deve ser alfabético ou nacional (@#$). Máximo 22 qualificadores."
exercise,Perguntas Estudo,Datasets,,,VSAM Catalog,O que é um ICF Catalog?,"Integrated Catalog Facility é a estrutura de catálogo moderna do z/OS, composta por um BCS (Basic Catalog Structure) e VVDS (VSAM Volume Data Set) em cada volume. Substitui os antigos VSAM catalogs e OS CVOLs."
exercise,Perguntas Estudo,Datasets,,,Sequential Extended,O que é um dataset Large Format / Extended?,"Datasets com DSNTYPE=LARGE permitem mais de 65535 tracks por volume. DSNTYPE=EXTREQ ou EXTPREF solicita formato estendido com endereçamento maior, suportando datasets muito grandes em volumes 3390 (Extended Address Volumes - EAV)."
exercise,Perguntas Estudo,Datasets,,,DUMMY DD,O que faz DD DUMMY?,"Simula um dataset que descarta toda escrita e retorna EOF na leitura. Útil para testes — permite executar programas sem datasets reais. Para entrada, o programa recebe condição de fim-de-arquivo imediata."
exercise,Perguntas Estudo,Datasets,,,DD *,Qual a diferença entre DD * e DD DATA?,DD * indica dados inline (in-stream) terminados por /* ou próximo DD. DD DATA permite que os dados contenham // nas colunas 1-2 (que seriam interpretados como JCL). DD DATA termina com /* na coluna 1-2 ou delimitador definido em DLM.
exercise,Perguntas Estudo,Datasets,,,SYSOUT,O que é SYSOUT no contexto de datasets?,"SYSOUT define um dataset de saída direcionado ao JES (spool) para impressão. SYSOUT=* usa a classe default do job. SYSOUT=A vai para impressora classe A. SYSOUT pode ter DEST (destino remoto), COPIES, FORMS e outros parâmetros."
exercise,Perguntas Estudo,Datasets,,,PDSE Load Modules,Por que PDSE é preferível para load modules?,"PDSE suporta membros de programa com atributos estendidos, permite acesso simultâneo por múltiplos jobs sem enqueue conflicts, não fragmenta, e suporta load modules maiores que 16MB (acima da barra). PDS tem limite de 16MB por membro."
exercise,Perguntas Estudo,Datasets,,,Dataset Profiles RACF,O que é um perfil genérico no RACF para datasets?,"Um perfil como PROD.**.DATA protege todos os datasets que correspondem ao padrão. * substitui um qualificador, ** substitui zero ou mais qualificadores. Perfis genéricos simplificam administração de segurança comparado a perfis discretos individuais."
exercise,Perguntas Estudo,Datasets,,,LISTDS,O que faz o comando TSO LISTDS?,"Lista atributos de um dataset: organização, RECFM, LRECL, BLKSIZE, volume, data de criação, membros (para PDS). LISTDS 'dataset.name' STATUS mostra se está em uso. LISTDS 'pds.name' MEMBERS lista membros de um PDS."
exercise,Perguntas Estudo,Datasets,,,Compare PS PO,Quando usar PS versus PO?,"PS (sequencial) é ideal para dados processados linearmente: logs, extrações, feeds, arquivos de carga. PO (particionado) é ideal para bibliotecas de código fonte (COBOL, JCL), load modules, procedures — onde cada membro é acessado independentemente."
exercise,Perguntas Estudo,Datasets,,,DCB Merge,Como o z/OS determina os atributos DCB finais?,"Hierarquia de merge: 1) JCL DD statement, 2) Label do dataset existente (se não NEW), 3) OPEN macro no programa. Atributos não especificados no JCL vêm do label; se não houver label, devem estar no programa. É a 'DCB Merge' do z/OS."
exercise,Perguntas Estudo,Datasets,,,System Datasets,Cite 5 datasets de sistema importantes.,1) SYS1.PARMLIB — parâmetros de configuração do z/OS. 2) SYS1.PROCLIB — procedures JCL de sistema. 3) SYS1.LPALIB — módulos da Link Pack Area. 4) SYS1.LINKLIB — módulos linkados do sistema. 5) SYS1.NUCLEUS — núcleo do z/OS.
exercise,Perguntas Estudo,Datasets,,,DSLIST,Como listar datasets no ISPF?,"No ISPF opção 3.4 (DSLIST), informar o padrão de nome com wildcard (*). Ex: Z77948.* lista todos datasets do usuário. Permite browse, edit, delete, rename, info, e outras ações via line commands (b, e, d, r, i)."
exercise,Perguntas Estudo,VSAM,,,Conceito VSAM,O que é VSAM e por que é importante no mainframe?,"Virtual Storage Access Method é o método de acesso mais versátil do z/OS. Oferece acesso por chave (KSDS), por número relativo de registro (RRDS), por entrada sequencial (ESDS) e linear (LDS). É a base para o catálogo ICF, DB2 tablespaces, e aplicações CICS online."
exercise,Perguntas Estudo,VSAM,,,KSDS,Explique detalhadamente o KSDS.,"Key Sequenced Data Set organiza registros por uma chave primária única. Possui dois componentes: INDEX (B+ tree com índices) e DATA (registros ordenados por chave). Suporta acesso sequencial (por ordem de chave), direto (por chave específica) e skip-sequential. Inserções mantêm a ordem via CI/CA splits."
exercise,Perguntas Estudo,VSAM,,,ESDS,O que é um ESDS e quando usá-lo?,"Entry Sequenced Data Set armazena registros na ordem de inserção (cronológica). Só tem componente DATA. Acesso é sequencial ou por RBA (Relative Byte Address). Registros não podem ser deletados, apenas marcados. Ideal para logs, journals e audit trails onde a ordem temporal importa."
exercise,Perguntas Estudo,VSAM,,,RRDS,Como funciona um RRDS?,Relative Record Data Set associa cada registro a um número de slot fixo (RRN - Relative Record Number). Slots podem estar vazios ou ocupados. Acesso direto por RRN é muito rápido (O(1)). Registros são de tamanho fixo. Ideal para tabelas de lookup onde o índice natural é numérico.
exercise,Perguntas Estudo,VSAM,,,LDS,O que é um Linear Data Set?,"É um VSAM sem estrutura de registro — armazena dados como stream contínuo de bytes acessível por byte offset. Usado para DB2 tablespaces, data-in-virtual (DIV), e memory-mapped files. Não tem CI/CA structure convencional para o usuário; o subsistema gerencia internamente."
exercise,Perguntas Estudo,VSAM,,,Control Interval,O que é um CI (Control Interval)?,"É a unidade mínima de I/O do VSAM — análogo ao bloco de datasets non-VSAM. Contém: registros de dados, espaço livre (free space), RDFs (Record Definition Fields de 3 bytes cada) e um CIDF (Control Interval Definition Field de 4 bytes) no final. Tamanho: 512 bytes a 32KB."
exercise,Perguntas Estudo,VSAM,,,Control Area,O que é uma CA (Control Area)?,"É um grupo de CIs que forma a unidade de alocação do VSAM. Cada CA contém um número fixo de CIs. Quando uma CA está cheia e um novo registro precisa ser inserido, ocorre um CA split. O tamanho da CA geralmente corresponde a um cilindro ou fração dele."
exercise,Perguntas Estudo,VSAM,,,CI Split,Descreva o processo de CI Split.,"Quando um CI está cheio e um registro precisa ser inserido nele (por ordem de chave), o VSAM: 1) Aloca um CI livre na mesma CA, 2) Move aproximadamente metade dos registros para o novo CI, 3) Insere o novo registro na posição correta, 4) Atualiza o índice. É transparente para o programa."
exercise,Perguntas Estudo,VSAM,,,CA Split,O que causa um CA Split e qual o impacto?,"Ocorre quando todos os CIs de uma CA estão cheios e é necessário inserir um registro. O VSAM aloca uma nova CA, move metade dos CIs para ela e atualiza os índices. CA Splits são muito custosos em I/O e degradam performance. Indicam necessidade de reorganização ou mais FREESPACE."
exercise,Perguntas Estudo,VSAM,,,FREESPACE,"Explique o parâmetro FREESPACE(ci,ca).","Define espaço livre reservado: CI% é a porcentagem livre em cada CI para inserções futuras; CA% é a porcentagem de CIs vazios em cada CA para splits. Ex: FREESPACE(20,10) — 20% livre em cada CI e 10% dos CIs da CA vazios. Reduz splits mas gasta mais espaço em disco."
exercise,Perguntas Estudo,VSAM,,,DEFINE CLUSTER,Escreva e explique um DEFINE CLUSTER completo para KSDS.,"DEFINE CLUSTER(NAME(MY.KSDS.FILE) INDEXED RECSZ(100 200) KEYS(10 0) FREESPACE(20 10) SHAREOPTIONS(2 3)) DATA(NAME(MY.KSDS.FILE.DATA) CISZ(4096) CYLINDERS(10 5)) INDEX(NAME(MY.KSDS.FILE.INDEX) CYLINDERS(1 1)) CATALOG(USER.CATALOG). INDEXED=KSDS, RECSZ(avg max), KEYS(len offset), CISZ tamanho do CI, CYLINDERS(pri sec)."
exercise,Perguntas Estudo,VSAM,,,SHAREOPTIONS,Explique os 4 níveis de SHAREOPTIONS.,"SHR(1,x): um escritor OU múltiplos leitores no mesmo sistema. SHR(2,x): um escritor E múltiplos leitores, integridade por conta do usuário. SHR(3,x): múltiplos escritores/leitores, sem garantia de integridade. SHR(4,x): como 3 mas buffers são refreshed. Segundo valor (x) é para cross-system (1-4 mesma lógica)."
exercise,Perguntas Estudo,VSAM,,,Alternate Index,O que é um Alternate Index (AIX)?,"É um KSDS que mapeia uma chave alternativa para a chave primária do base cluster. Permite acessar registros por chaves secundárias. Ex: base cluster com chave CPF, AIX com chave NOME. UNIQUEKEY exige chaves alternativas únicas; NONUNIQUEKEY permite duplicatas."
exercise,Perguntas Estudo,VSAM,,,PATH,Para que serve o DEFINE PATH?,"PATH associa um nome lógico a um base cluster via seu Alternate Index, permitindo que programas acessem o cluster pela chave alternativa usando o nome do PATH. Sem PATH, o AIX não pode ser usado para acesso direto pelo programa. DEFINE PATH(NAME(path) PATHENTRY(aix))."
exercise,Perguntas Estudo,VSAM,,,BLDINDEX,O que faz o BLDINDEX?,"Constrói ou reconstrói um Alternate Index a partir do base cluster. Lê todos os registros do base, extrai as chaves alternativas e primárias, ordena, e grava no AIX. Deve ser executado após carga inicial do base e após reorganizações. BLDINDEX INDATASET(base) OUTDATASET(aix)."
exercise,Perguntas Estudo,VSAM,,,Spanned Records,O que são registros spanned no VSAM?,São registros maiores que o CI que se estendem por múltiplos CIs. Definidos com SPANNED no DEFINE. Cada segmento ocupa um CI inteiro. Impactam performance por exigirem múltiplos I/Os por registro. RECSZ máximo pode chegar ao tamanho da CA.
exercise,Perguntas Estudo,VSAM,,,REPRO,Como funciona o REPRO do IDCAMS para VSAM?,"REPRO copia dados entre datasets VSAM e/ou sequenciais. REPRO INDATASET(input) OUTDATASET(output). Para KSDS, pode-se usar FROMKEY/TOKEY para copiar faixa de chaves. REPLACE atualiza registros existentes. REUSE reseta o cluster antes da carga."
exercise,Perguntas Estudo,VSAM,,,REUSE,O que faz o atributo REUSE em um VSAM?,Permite que o cluster seja resetado (como se estivesse vazio) ao ser aberto para OUTPUT. Evita ter que deletar e recriar o cluster para reutilizar. O high-used RBA volta a zero. Útil para arquivos de trabalho que são recarregados diariamente.
exercise,Perguntas Estudo,VSAM,,,VERIFY,Quando e por que usar VERIFY?,"VERIFY corrige o indicador de fim de dados (high-used RBA) no catálogo quando um cluster não foi fechado corretamente (ex: abend durante escrita). Sem VERIFY, o cluster pode parecer vazio ou corrompido. VERIFY DATASET(cluster.name)."
exercise,Perguntas Estudo,VSAM,,,LISTCAT,O que o LISTCAT mostra para um VSAM?,"Mostra atributos completos: tipo, CISZ, RECSZ, KEYS, FREESPACE, SHAREOPTIONS, data de criação, volumes, RBA high-used/high-allocated, número de registros, splits (CI e CA), extents, número de deletes/inserts/updates/retrieves. Essencial para diagnóstico de performance."
exercise,Perguntas Estudo,VSAM,,,Performance VSAM,Como diagnosticar problemas de performance em VSAM?,Analisar via LISTCAT: muitos CI/CA splits indicam necessidade de FREESPACE e reorganização. Muitos extents indicam alocação insuficiente. CI size muito pequeno causa excesso de I/O. Buffer allocation insuficiente (BUFSP/BUFND/BUFNI) degrada performance. AMP no JCL ajusta buffers.
exercise,Perguntas Estudo,VSAM,,,AMP,O que é o parâmetro AMP no JCL?,"Access Method Parameters — passa parâmetros específicos para VSAM. AMP=('BUFND=10,BUFNI=5,BUFSP=40960') define: BUFND=buffers de dados, BUFNI=buffers de índice, BUFSP=espaço total para buffers. Mais buffers = menos I/O = melhor performance, a custo de memória virtual."
exercise,Perguntas Estudo,VSAM,,,LSR vs NSR,Diferencie LSR e NSR para buffering VSAM.,NSR (Non-Shared Resources): cada open aloca seus próprios buffers. LSR (Local Shared Resources): pool de buffers compartilhado entre múltiplos datasets VSAM abertos. LSR é muito mais eficiente em CICS onde centenas de arquivos ficam abertos. GSR é LSR cross-address-space.
exercise,Perguntas Estudo,VSAM,,,Recovery VSAM,Como garantir recovery de dados VSAM?,1) BACKUP com REPRO ou AMS EXPORT antes de processar. 2) RECOVERY atributo no DEFINE para logging no catálogo. 3) Forward recovery com BWO (Backup While Open) para CICS. 4) CICSVR para recovery de arquivos CICS. 5) IDCAMS VERIFY após abend para corrigir catálogo.
exercise,Perguntas Estudo,VSAM,,,EXAMINE,O que faz o EXAMINE do IDCAMS?,"Verifica a integridade estrutural de um KSDS: valida a árvore de índice, detecta registros fora de sequência, CIs corrompidos, ponteiros inválidos. EXAMINE DATASET(ksds) INDEXTEST DATATEST. Reporta erros que podem causar abends ou dados incorretos."
exercise,Perguntas Estudo,VSAM,,,EXPORT/IMPORT,Qual a diferença entre EXPORT/IMPORT e REPRO?,EXPORT grava dados + definição do cluster (atributos) em um portable dataset; IMPORT recria o cluster e recarrega os dados. REPRO só copia dados e exige que o destino já exista. EXPORT/IMPORT é ideal para migração entre sistemas ou backup com metadata.
exercise,Perguntas Estudo,VSAM,,,UPGRADE,O que é o UPGRADE set no VSAM?,"Quando um AIX é definido com UPGRADE, o VSAM mantém o AIX sincronizado automaticamente: inserts, updates e deletes no base cluster atualizam o AIX em tempo real. Sem UPGRADE, o AIX fica desatualizado e precisa de BLDINDEX periódico."
exercise,Perguntas Estudo,VSAM,,,SPEED vs RECOVERY,Qual a diferença entre SPEED e RECOVERY na carga VSAM?,"SPEED não pré-formata CIs antes da carga — mais rápido mas se a carga falhar, o cluster fica inutilizável. RECOVERY pré-formata CIs — mais lento mas permite recovery parcial se a carga falhar. Default é SPEED. Para cargas grandes e críticas, use RECOVERY."
exercise,Perguntas Estudo,VSAM,,,VSAM em CICS,Como CICS acessa datasets VSAM?,"CICS usa FCT (File Control Table) ou RDO (Resource Definition Online) com CEDA DEFINE FILE para registrar cada VSAM. O acesso usa comandos EXEC CICS READ/WRITE/REWRITE/DELETE com DATASET/FILE, RIDFLD (chave), INTO/FROM (buffer). LSR buffering é padrão."
exercise,Perguntas Estudo,VSAM,,,RLS,O que é VSAM RLS (Record Level Sharing)?,"Record Level Sharing permite acesso concorrente a registros VSAM por múltiplos sistemas em um sysplex, com locking no nível de registro (não de CI). Usa coupling facility para locks e buffer invalidation. Essencial para CICS em ambiente multi-system."
exercise,Perguntas Estudo,VSAM,,,Catalogo e VSAM,Por que VSAM obrigatoriamente precisa de catálogo?,"VSAM foi projetado para usar o catálogo ICF como repositório de todos seus metadados: CI/CA sizes, chave, componentes DATA/INDEX, RBA, free space, etc. Sem catálogo, o VSAM não sabe como acessar nem interpretar os dados no volume. Datasets non-VSAM podem ser uncataloged, VSAM não."
exercise,Perguntas Estudo,VSAM,,,Cluster vs Sphere,Qual a diferença entre cluster e sphere?,"Cluster é o base VSAM (DATA + INDEX para KSDS, só DATA para ESDS/RRDS). Sphere é o cluster base + todos seus Alternate Indexes + PATHs associados. O conceito de sphere é importante para backup e recovery — toda a sphere deve ser consistente."
exercise,Perguntas Estudo,VSAM,,,VSAM Return Codes,Liste 5 return codes VSAM importantes.,RC=0: sucesso. RC=8: registro duplicado (KSDS) ou registro não encontrado (READ). RC=12: erro de sequência em carga (registros fora de ordem). RC=16: registro não encontrado no acesso direto. RC=28: espaço insuficiente (out of space). Feedback codes no RPL/SHOWCB detalham o erro.
exercise,Perguntas Estudo,VSAM,,,Mass Insert,O que é mass sequential insert (MSI)?,"É um modo de carga otimizado onde o VSAM assume que inserções são em ordem sequencial de chave. Reduz drasticamente os CI/CA splits durante cargas grandes. Ativado pelo MACRF=(SEQ,OUT) na macro ACB ou equivalente no programa."
exercise,Perguntas Estudo,VSAM,,,BUFFERSPACE,Como calcular o BUFFERSPACE ideal para VSAM?,"Mínimo: 2 buffers de dados + 1 de índice. Para acesso sequencial: buffers suficientes para ler uma CA inteira (data CIs por CA × CI size). Para acesso direto: BUFNI = níveis do índice + 1, BUFND = 2 a 5. Formula: (BUFND × CI_DATA) + (BUFNI × CI_INDEX)."
exercise,Perguntas Estudo,JCL,,,Conceito JCL,O que é JCL e qual sua função no z/OS?,"Job Control Language é a linguagem que comunica ao z/OS quais programas executar, quais datasets usar, e como gerenciar recursos. Todo processamento batch requer JCL. É composta por statements (JOB, EXEC, DD) que definem o ambiente de execução para o sistema operacional."
exercise,Perguntas Estudo,JCL,,,JOB Statement,Descreva todos os parâmetros importantes do JOB statement.,"//JOBNAME JOB (acct),'programmer',CLASS=A (classe de execução), MSGCLASS=X (classe de saída), MSGLEVEL=(1,1) (nível de mensagens: statements,allocation), REGION=0M (memória), TIME=1440 (tempo máx), NOTIFY=&SYSUID (notificar), TYPRUN=SCAN (só validar sintaxe), RESTART=stepname."
