kind,space,subspace,spaceIcon,subspaceIcon,title,prompt,modelAnswer
interview,Entrevista,DB2,,,SQLCODE -818,O que causa SQLCODE -818 e como resolver?,"SQLCODE -818 é timestamp mismatch — o DBRM no PACKAGE tem timestamp diferente do módulo load. Ocorre quando o programa foi recompilado mas não foi feito REBIND, ou vice-versa. Solução: recompilar o programa E fazer BIND PACKAGE. Usar proc que faz ambos automaticamente. Em CI/CD, garantir que pipeline faz compile+bind atomicamente. Para validar, comparar timestamps: DBRM, PLAN_TABLE, e load module."
interview,Entrevista,DB2,,,Index Strategy,Como você decide quais índices criar?,"1) Analisar queries mais frequentes (SQL em programas e dynamic SQL). 2) Colunas em WHERE com alta seletividade (>90% filtering). 3) Colunas em JOIN ON. 4) Colunas em ORDER BY (evitar sort). 5) Include columns para index-only access. 6) Clustering index para range scans frequentes. 7) NÃO indexar: colunas com poucos valores distintos (sexo, status), colunas raramente filtradas, tabelas muito pequenas. 8) Monitorar com EXPLAIN e ajustar."
interview,Entrevista,DB2,,,Migration DB2,Como você faz migração de dados entre sistemas DB2?,"Opções: 1) UNLOAD + transmissão + LOAD: mais rápido para grandes volumes. 2) DSNTEP2 com INSERT INTO ... SELECT FROM (se conectividade DRDA existe). 3) REPRO de tablespace + RECOVER. 4) Replicação com IBM InfoSphere CDC ou Q Replication para migração online. 5) ETL com DataStage para transformações. Para cada caso, considero: volume de dados, janela disponível, necessidade de transformação, e consistência referencial."
interview,Entrevista,JCL,,,JCL Troubleshoot,Como você diagnostica um erro JCL?,"1) Verifico o job output: JESMSGLG para erros de JOB, JESJCL para JCL expandido, JESYSMSG para mensagens de allocation. 2) Mensagens IEF indicam problemas de allocation (dataset not found, volume not available, DISP conflict). 3) ICH408I = problema de segurança RACF. 4) S806 = load module não encontrado (verificar STEPLIB/JOBLIB). 5) SB37/SD37 = espaço (aumentar SPACE). 6) TYPRUN=SCAN antes de executar para validar sintaxe."
interview,Entrevista,JCL,,,PROC Design,Como você projeta procedures JCL reutilizáveis?,"1) Parâmetros simbólicos para tudo que varia entre ambientes (DEV/QA/PROD): nomes de datasets, classes, regiões. 2) Defaults sensatos para todos os parâmetros. 3) Documentar parâmetros com comentários. 4) Permitir override de DDs específicos. 5) IF/THEN para steps condicionais. 6) SET MAXCC=0 em steps de cleanup para não propagar erros. 7) Um PROC por função (compile, load, backup) — compor no JCL."
interview,Entrevista,JCL,,,SPACE Calculation,Como você calcula SPACE para um dataset?,"1) Calcular tamanho total: num_registros × LRECL. 2) Para FB: records_per_track = TRUNC(56664 / BLKSIZE) × (BLKSIZE / LRECL). 3) Tracks = total_records / records_per_track. 4) Cylinders = tracks / 15. 5) Primário: ~120% do calculado. 6) Secundário: 10-20% do primário. 7) Para VSAM, considerar FREESPACE. Em SMS, Data Class pode fornecer defaults. Para produção, monitorar usage real e ajustar periodicamente."
interview,Entrevista,VSAM,,,VSAM Design,Como você decide os parâmetros de um VSAM KSDS?,"1) CI SIZE: 4KB para acesso random, 16-32KB para sequential. 2) KEYS: posição e tamanho da chave primária no registro. 3) FREESPACE: 20-30% CI e 10% CA se muitos inserts esperados; 0 se load-only. 4) SHAREOPTIONS: SHR(2,3) para CICS com recovery. 5) RECSZ: average e max. 6) Alocação primária baseada no volume estimado + 20%. 7) REUSE se arquivo é recarregado diariamente. 8) Monitorar splits via LISTCAT e ajustar."
interview,Entrevista,VSAM,,,CI CA Splits,Como você reduz CI/CA splits em produção?,"1) Aumentar FREESPACE no DEFINE. 2) Reorganizar periodicamente (REPRO out + DELETE + DEFINE + REPRO in). 3) Se inserts são sequenciais (append), FREESPACE em CI é desnecessário — só CA. 4) Monitorar via LISTCAT (campos SPLITS-CI e SPLITS-CA). 5) Considerar CI SIZE maior para reduzir frequência. 6) Em CICS com LSR, CA splits são especialmente custosos — priorizar prevenção. 7) Agendar REORG antes que splits degradem significativamente."
interview,Entrevista,CICS,,,CICS Architecture,Explique a arquitetura de uma região CICS.,"CICS roda como uma STC (started task) no z/OS — um address space. Componentes internos: Task Control (gerencia tasks concorrentes), Storage Control (memória), Program Control (carga e linking de programas), File Control (VSAM I/O), Terminal Control (3270 I/O), Transient Data (filas TD), Temporary Storage (filas TS), Interval Control (timer e START). Em produção, tipicamente há TOR (terminals), AOR (aplicação) e FOR (files) para separação de concerns e escalabilidade."
interview,Entrevista,CICS,,,CICS Performance,Como você resolve problemas de performance em CICS?,"1) CEMT I TASK LONG — identificar tasks longas. 2) CETR — ativar trace para transação específica. 3) Analisar SMF 110 com CICS PA — response time breakdown (CPU, wait, suspend). 4) Verificar file I/O — strings insuficientes causam wait (CEMT I FILE). 5) DB2 thread wait — verificar DSNZPARM CTHREAD. 6) MaxTask — se atingido, reduce concurrent tasks. 7) Programa inefficiente — CEDF para profiling de comandos CICS. 8) LSR buffering — verificar BUFHIT ratio."
interview,Entrevista,Geral,,,Carreira Mainframe,Por que escolheu carreira em mainframe?,"O mainframe processa mais de 70% das transações financeiras globais e oferece demanda crescente por profissionais enquanto a força de trabalho envelhece. Escolhi por: 1) Estabilidade de carreira com demanda comprovada. 2) Processamento de missão crítica — sistemas que não podem falhar. 3) Escala incomparável — milhões de transações por segundo. 4) Integração com tecnologias modernas via APIs, cloud e DevOps. 5) Especialização valorizada — poucos profissionais jovens no mercado."
interview,Entrevista,Geral,,,Modernização,Como você enxerga a modernização do mainframe?,"Modernização não é substituição — é evolução. Abordagens: 1) API-first com z/OS Connect e CICS web services para expor lógica existente. 2) DevOps com Git, CI/CD e Zowe para produtividade. 3) Hybrid cloud para novos canais (mobile, web) consumindo APIs mainframe. 4) Linguagens complementares (Java, Python no z/OS). 5) Observability moderna (OpenTelemetry, Instana). O mainframe continua sendo a melhor plataforma para processamento transacional de altíssimo volume."
interview,Entrevista,Geral,,,Debug Complex,Descreva como você resolveu um problema complexo em produção.,"Em um sistema de pagamentos, transações CICS estavam falhando intermitentemente com S0C7. Investigação: 1) Analisei dumps — o campo packed-decimal continha X'00' em vez de valor válido. 2) Rastreei o campo até uma leitura VSAM — o registro existia mas com dados corrompidos. 3) Identifiquei que um batch job noturno fazia UPDATE sem validar dados de entrada. 4) A entrada vinha de arquivo externo com registros mais curtos que o esperado — dados truncados. 5) Correção: validação de tamanho de registro na entrada do batch + fix dos dados corrompidos."
interview,Entrevista,Geral,,,Teamwork,Como você colabora em projetos mainframe com equipes diversas?,"1) Documentação clara de programas e interfaces (copybooks, APIs). 2) Code review com colegas antes de promover para produção. 3) Comunicação proativa com DBA para mudanças de schema, com operations para janelas de batch. 4) Mentoria de desenvolvedores juniores — explico conceitos como pseudo-conversational e DB2 binding. 5) Participação em design reviews para garantir que soluções são escaláveis. 6) Uso de ferramentas colaborativas (Git, Jira) integradas ao ciclo mainframe."
interview,Entrevista,Geral,,,Batch Job Failure,Como você trata uma falha de job batch em produção?,"1) Notificação chega via scheduler (Control-M) ou NOTIFY. 2) Examino job output: JESMSGLG, SYSOUT, CEEDUMP. 3) Identifico o abend code e step que falhou. 4) Se S0C7/S0C4: analiso dump com compile listing. 5) Se SB37: aumento espaço. 6) Se -911 (DB2 deadlock): verifico timing com outros jobs. 7) Corrijo dados ou programa conforme necessário. 8) Se urgente e correção demora: bypass do step com dados de contingência. 9) Restart do job a partir do step que falhou (RESTART=). 10) Documentação do incidente e ação corretiva."
interview,Entrevista,Geral,,,z/OS Components,Quais componentes do z/OS você tem experiência?,"Tenho experiência com: JES2 (spool management), RACF (security profiles para datasets e transações), SMS (storage management com Data/Storage/Management classes), HSM (migração e backup automático), WLM (workload management de service classes), TCP/IP (Communications Server para FTP e TN3270), USS (UNIX System Services para Git e Zowe), e VSAM (para aplicações CICS). Também trabalhei com utilitários como IDCAMS, DFSORT, ADRDSSU, e IEBCOPY."
interview,Entrevista,COBOL,,,Error Handling,Como você implementa tratamento de erros em COBOL?,"Implemento em múltiplas camadas: 1) FILE STATUS check após toda operação de I/O — cada valor tratado específicamente (00=OK, 10=EOF, 23=not found). 2) SQLCODE check após cada EXEC SQL (0=OK, 100=not found, negativo=erro). 3) ON SIZE ERROR em operações aritméticas para prevenir truncamento silencioso. 4) RESP/RESP2 em comandos CICS. 5) Routine centralizada de erro que loga informações diagnósticas e define RETURN-CODE. 6) Em CICS: HANDLE ABEND para abends não previstos com rollback e mensagem ao operador."
interview,Entrevista,DB2,,,Concurrency,Como você gerencia concorrência entre batch e online?,"Estratégias: 1) ISOLATION(CS) para CICS — mínimo de lock. 2) COMMIT frequente em batch (cada 500-2000 rows) para liberar locks. 3) WITH HOLD em cursores para manter posição após COMMIT. 4) LOCKSIZE ROW em tablespaces compartilhados. 5) Agendar batch pesado fora do horário online. 6) Partitioned tablespace para que batch processe partições diferentes das online. 7) Monitorar lock waits e escalations com IFCID 044/045. 8) Se contention persistir, considerar REORG para melhor clustering."
interview,Entrevista,COBOL,,,Testing Strategy,Como você testa programas COBOL?,"1) Unit test: dados de teste que cobrem todos os branches (IF/EVALUATE), valores limite, e condições de erro. 2) File comparison: SUPERC/COMPAREX entre saída esperada e obtida. 3) DISPLAY statements estratégicos em desenvolvimento (remover antes de produção). 4) Debug Tool para step-through interativo. 5) Para CICS: CEDF em região de teste. 6) Para DB2: SPUFI para validar queries isoladamente. 7) Integration test: job completo com dados representativos. 8) Regression test: comparar com baseline da versão anterior."
interview,Entrevista,JCL,,,Automation,Como você automatiza workflows batch?,"1) Scheduler (Control-M/TWS) para dependências entre jobs, calendários, SLA monitoring. 2) PROCs parametrizadas para reutilização. 3) IF/THEN/ELSE para fluxos condicionais dentro do job. 4) GDGs para versionamento automático de dados. 5) IDCAMS SET MAXCC=0 em steps de cleanup. 6) Scripts REXX para geração dinâmica de JCL. 7) NOTIFY e alertas para monitoramento. 8) Jobs de restart automático configurados no scheduler para erros transientes."
interview,Entrevista,VSAM,,,VSAM vs DB2,Quando usar VSAM vs DB2?,"VSAM: acesso por chave simples, alta performance para lookup direto, CICS file control, dados sem relacionamentos complexos, controle total de I/O, menor overhead de subsistema. DB2: queries complexas com JOIN, agregações, subqueries, dados relacionais, acesso SQL padronizado, concurrent access com locking sofisticado, stored procedures, integração com ferramentas BI. Na prática: cadastros simples de alta performance = VSAM. Dados analíticos, transacionais complexos = DB2. Muitas aplicações usam ambos."
interview,Entrevista,CICS,,,CICS Debugging,Quais técnicas de debug você usa em CICS?,"1) CEDF (EDF): debug interativo step-by-step — intercepta cada EXEC CICS, mostra parâmetros e resultados. 2) CEMT I TASK: identifica tasks ativas e travadas. 3) CICS Trace: CETR ativa auxiliary trace para transação específica — captura todos os eventos internos. 4) Transaction Dump: análise post-mortem com Fault Analyzer. 5) DISPLAY em CSMT (ou SYSOUT) para logging. 6) Temporary Storage Queue para log de debug customizado. 7) CICS Explorer (IDE Eclipse) para monitoramento visual."
interview,Entrevista,Geral,,,Security Mainframe,Como você garante segurança em aplicações mainframe?,"1) RACF profiles para datasets (genéricos com HLQ.**), transações CICS, e tables DB2. 2) Princípio do menor privilégio — só READ onde basta, UPDATE onde necessário. 3) CESN obrigatório para operadores CICS. 4) PassTickets para autenticação automatizada entre sistemas. 5) TLS/SSL para comunicações TCP/IP (AT-TLS). 6) Audit trail: SMF records (tipo 80 para RACF, 110 para CICS). 7) Code review para evitar SQL injection em dynamic SQL. 8) Gestão de senhas com complexidade e expiração."
interview,Entrevista,Geral,,,Capacity Planning,Como você faz capacity planning para mainframe?,"1) Monitorar trends de CPU, memória e I/O com RMF/SMF reports. 2) Projetar crescimento de volumes de dados (datasets, DB2 tablespaces). 3) Estimar impacto de novos projetos em MIPS. 4) Planejar batch window — se está apertando, otimizar ou paralelizar jobs. 5) Avaliar DASD space trends e planejar aquisição de volumes. 6) Para CICS: monitorar max tasks, response time trends, e thread usage DB2. 7) Usar ferramentas como BMC Mainview ou IBM Z IntelliMagic para análise preditiva."
interview,Entrevista,COBOL,,,Conversion Project,Como você participaria de um projeto de conversão de sistema?,"1) Inventário: catalogar todos os programas, copybooks, JCLs, PROCs, e datasets envolvidos. 2) Análise de impacto: quais programas acessam quais datasets e DB2 tables. 3) Estratégia de migração: big-bang vs faseada. 4) Mapeamento de dados: layout antigo → layout novo com regras de conversão. 5) Programas de conversão batch para migrar dados. 6) Testes extensivos: unit, integration, regression, UAT. 7) Plano de rollback. 8) Parallel run: sistema antigo e novo em paralelo para validação."
interview,Entrevista,DB2,,,DB2 Recovery,Explique como funciona recovery no DB2.,1) Logging: toda alteração é gravada no active log antes de aplicada (write-ahead logging). 2) COPY: backup image de tablespace em um ponto no tempo. 3) RECOVER: restaura image copy e aplica log para point-in-time recovery. 4) RECOVER TOCOPY: restaura até última image copy sem aplicar log. 5) RECOVER TORBA: recovery até um RBA específico. 6) Para CICS: two-phase commit garante consistência entre DB2 e VSAM. 7) QUIESCE cria ponto de consistência para recovery limpo.
interview,Entrevista,DB2,,,DB2 Ent 37,Como você otimiza um INSERT massivo no DB2 (pergunta 37)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 38,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 38)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 39,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 39)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 40,Explique como funciona o BMS no CICS (pergunta 40)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 41,Qual a importância da cláusula COPY em projetos grandes (pergunta 41)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 42,Como você otimiza um INSERT massivo no DB2 (pergunta 42)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 43,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 43)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 44,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 44)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 45,Explique como funciona o BMS no CICS (pergunta 45)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 46,Qual a importância da cláusula COPY em projetos grandes (pergunta 46)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 47,Como você otimiza um INSERT massivo no DB2 (pergunta 47)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 48,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 48)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 49,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 49)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 50,Explique como funciona o BMS no CICS (pergunta 50)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 51,Qual a importância da cláusula COPY em projetos grandes (pergunta 51)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 52,Como você otimiza um INSERT massivo no DB2 (pergunta 52)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 53,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 53)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 54,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 54)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 55,Explique como funciona o BMS no CICS (pergunta 55)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
