kind,space,subspace,spaceIcon,subspaceIcon,title,prompt,modelAnswer
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 028 - Troubleshooting: ICETOOL,"Durante uma investigação em mainframe, Como ICETOOL complementa DFSORT?","Oferece comandos mais declarativos para relatórios, contagens, splits e validações."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 029 - Conceito central: IKJEFT01,Explique em alto nível: Quando IKJEFT01 é usado em batch?,"Para executar comandos TSO, programas sob TSO ou passos que dependem do ambiente TSO em batch."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 030 - Pergunta de recrutador: IDCAMS,Se eu te perguntasse em entrevista: Em que cenário IDCAMS é indispensável?,"Na criação, manutenção e carga de datasets VSAM, além de LISTCAT/REPRO/DELETE."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 031 - IEHLIST,Para que IEHLIST é útil em troubleshooting? Responda como em uma entrevista técnica objetiva.,"Listar informações de catálogos e volumes, ajudando a inspecionar datasets."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 032 - Cenário prático: ADRDSSU,"Em um cenário real de operação ou desenvolvimento, O que ADRDSSU costuma fazer no ambiente?","Backup, restore, copy e dump em nível de dataset/volume."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 033 - Troubleshooting: AMASPZAP,"Durante uma investigação em mainframe, Por que AMASPZAP é sensível e quando pode aparecer em entrevista?",Porque altera bytes diretamente em módulos ou datasets; é poderoso e arriscado.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 034 - Conceito central: SORT vs programa,Explique em alto nível: Quando você evita escrever COBOL e usa utilitário em vez disso?,Quando o problema é operacional/transformacional simples e o utilitário resolve com menos custo.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 035 - Pergunta de recrutador: STEPLIB,Se eu te perguntasse em entrevista: Qual a importância prática de STEPLIB em jobs que executam programas próprios?,Ela informa onde o sistema deve localizar os load modules do step.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 036 - SYSPRINT,O que você procura primeiro em SYSPRINT de compilação COBOL? Responda como em uma entrevista técnica objetiva.,"Mensagens de erro/aviso, severidade, linha afetada e resumo final do compile."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 037 - Cenário prático: RC de utilitário,"Em um cenário real de operação ou desenvolvimento, Como interpretar RC diferente de zero em utilitários?","Depende do utilitário; alguns RCs altos são erro, outros são condição de negócio. É preciso consultar o significado."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 038 - Troubleshooting: Procedure catalogada,"Durante uma investigação em mainframe, Qual a vantagem operacional de procedures catalogadas?","Padronizam execução, reduzem repetição e facilitam manutenção do JCL."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 039 - Conceito central: Spool,Explique em alto nível: Que diferença faz entender SYSOUT/SYSPRINT ao diagnosticar jobs?,"Ajuda a localizar rapidamente mensagens do sistema, do programa e de utilitários."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 040 - Pergunta de recrutador: Compilação e link,Se eu te perguntasse em entrevista: Explique a diferença entre compilar e link-editar.,Compilar traduz fonte em objeto; link-edit resolve dependências e gera o executável.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 041 - IEFBR14,O que é o IEFBR14 e em que tipo de situação ele aparece em JCL? Responda como em uma entrevista técnica objetiva.,"É um programa quase nulo usado principalmente para satisfazer EXECs simples, como alocação/remoção de datasets via DD."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 042 - Cenário prático: IGYCRCTL,"Em um cenário real de operação ou desenvolvimento, Qual é o papel do IGYCRCTL no fluxo de compilação COBOL?",É o compilador COBOL; traduz o fonte em objeto/listagem e emite mensagens de compilação.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 043 - Troubleshooting: IGYWCL,"Durante uma investigação em mainframe, Por que sites usam procedure catalogada como IGYWCL em vez de chamar componentes isolados?","Porque encapsula compile e linkage com parâmetros padronizados, simplificando o JCL."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 044 - Conceito central: HEWL/IEWL,Explique em alto nível: Qual é a função do link-editor após a compilação?,Resolver referências externas e gerar o módulo carregável na LOADLIB.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 045 - Pergunta de recrutador: IEBGENER,Se eu te perguntasse em entrevista: Quando IEBGENER é suficiente e quando você trocaria por SORT ou programa próprio?,"Ele serve para cópia simples; se houver transformação ou ordenação, outro utilitário é mais adequado."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 046 - IEBCOPY,Para que serve IEBCOPY em bibliotecas PDS/PDSE? Responda como em uma entrevista técnica objetiva.,"Copiar, comprimir ou mover membros entre bibliotecas."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 047 - Cenário prático: DFSORT,"Em um cenário real de operação ou desenvolvimento, Cite usos típicos de DFSORT em processamento batch.","Ordenação, cópia condicional, filtragem, joins simples, reformatting e sumarização."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 048 - Troubleshooting: ICETOOL,"Durante uma investigação em mainframe, Como ICETOOL complementa DFSORT?","Oferece comandos mais declarativos para relatórios, contagens, splits e validações."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 049 - Conceito central: IKJEFT01,Explique em alto nível: Quando IKJEFT01 é usado em batch?,"Para executar comandos TSO, programas sob TSO ou passos que dependem do ambiente TSO em batch."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 050 - Pergunta de recrutador: IDCAMS,Se eu te perguntasse em entrevista: Em que cenário IDCAMS é indispensável?,"Na criação, manutenção e carga de datasets VSAM, além de LISTCAT/REPRO/DELETE."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 051 - IEHLIST,Para que IEHLIST é útil em troubleshooting? Responda como em uma entrevista técnica objetiva.,"Listar informações de catálogos e volumes, ajudando a inspecionar datasets."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 052 - Cenário prático: ADRDSSU,"Em um cenário real de operação ou desenvolvimento, O que ADRDSSU costuma fazer no ambiente?","Backup, restore, copy e dump em nível de dataset/volume."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 053 - Troubleshooting: AMASPZAP,"Durante uma investigação em mainframe, Por que AMASPZAP é sensível e quando pode aparecer em entrevista?",Porque altera bytes diretamente em módulos ou datasets; é poderoso e arriscado.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 054 - Conceito central: SORT vs programa,Explique em alto nível: Quando você evita escrever COBOL e usa utilitário em vez disso?,Quando o problema é operacional/transformacional simples e o utilitário resolve com menos custo.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 055 - Pergunta de recrutador: STEPLIB,Se eu te perguntasse em entrevista: Qual a importância prática de STEPLIB em jobs que executam programas próprios?,Ela informa onde o sistema deve localizar os load modules do step.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 056 - SYSPRINT,O que você procura primeiro em SYSPRINT de compilação COBOL? Responda como em uma entrevista técnica objetiva.,"Mensagens de erro/aviso, severidade, linha afetada e resumo final do compile."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 057 - Cenário prático: RC de utilitário,"Em um cenário real de operação ou desenvolvimento, Como interpretar RC diferente de zero em utilitários?","Depende do utilitário; alguns RCs altos são erro, outros são condição de negócio. É preciso consultar o significado."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 058 - Troubleshooting: Procedure catalogada,"Durante uma investigação em mainframe, Qual a vantagem operacional de procedures catalogadas?","Padronizam execução, reduzem repetição e facilitam manutenção do JCL."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 059 - Conceito central: Spool,Explique em alto nível: Que diferença faz entender SYSOUT/SYSPRINT ao diagnosticar jobs?,"Ajuda a localizar rapidamente mensagens do sistema, do programa e de utilitários."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 060 - Pergunta de recrutador: Compilação e link,Se eu te perguntasse em entrevista: Explique a diferença entre compilar e link-editar.,Compilar traduz fonte em objeto; link-edit resolve dependências e gera o executável.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 061 - IEFBR14,O que é o IEFBR14 e em que tipo de situação ele aparece em JCL? Responda como em uma entrevista técnica objetiva.,"É um programa quase nulo usado principalmente para satisfazer EXECs simples, como alocação/remoção de datasets via DD."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 062 - Cenário prático: IGYCRCTL,"Em um cenário real de operação ou desenvolvimento, Qual é o papel do IGYCRCTL no fluxo de compilação COBOL?",É o compilador COBOL; traduz o fonte em objeto/listagem e emite mensagens de compilação.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 063 - Troubleshooting: IGYWCL,"Durante uma investigação em mainframe, Por que sites usam procedure catalogada como IGYWCL em vez de chamar componentes isolados?","Porque encapsula compile e linkage com parâmetros padronizados, simplificando o JCL."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 064 - Conceito central: HEWL/IEWL,Explique em alto nível: Qual é a função do link-editor após a compilação?,Resolver referências externas e gerar o módulo carregável na LOADLIB.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 065 - Pergunta de recrutador: IEBGENER,Se eu te perguntasse em entrevista: Quando IEBGENER é suficiente e quando você trocaria por SORT ou programa próprio?,"Ele serve para cópia simples; se houver transformação ou ordenação, outro utilitário é mais adequado."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 066 - IEBCOPY,Para que serve IEBCOPY em bibliotecas PDS/PDSE? Responda como em uma entrevista técnica objetiva.,"Copiar, comprimir ou mover membros entre bibliotecas."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 067 - Cenário prático: DFSORT,"Em um cenário real de operação ou desenvolvimento, Cite usos típicos de DFSORT em processamento batch.","Ordenação, cópia condicional, filtragem, joins simples, reformatting e sumarização."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 068 - Troubleshooting: ICETOOL,"Durante uma investigação em mainframe, Como ICETOOL complementa DFSORT?","Oferece comandos mais declarativos para relatórios, contagens, splits e validações."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 069 - Conceito central: IKJEFT01,Explique em alto nível: Quando IKJEFT01 é usado em batch?,"Para executar comandos TSO, programas sob TSO ou passos que dependem do ambiente TSO em batch."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 070 - Pergunta de recrutador: IDCAMS,Se eu te perguntasse em entrevista: Em que cenário IDCAMS é indispensável?,"Na criação, manutenção e carga de datasets VSAM, além de LISTCAT/REPRO/DELETE."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 071 - IEHLIST,Para que IEHLIST é útil em troubleshooting? Responda como em uma entrevista técnica objetiva.,"Listar informações de catálogos e volumes, ajudando a inspecionar datasets."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 072 - Cenário prático: ADRDSSU,"Em um cenário real de operação ou desenvolvimento, O que ADRDSSU costuma fazer no ambiente?","Backup, restore, copy e dump em nível de dataset/volume."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 073 - Troubleshooting: AMASPZAP,"Durante uma investigação em mainframe, Por que AMASPZAP é sensível e quando pode aparecer em entrevista?",Porque altera bytes diretamente em módulos ou datasets; é poderoso e arriscado.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 074 - Conceito central: SORT vs programa,Explique em alto nível: Quando você evita escrever COBOL e usa utilitário em vez disso?,Quando o problema é operacional/transformacional simples e o utilitário resolve com menos custo.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 075 - Pergunta de recrutador: STEPLIB,Se eu te perguntasse em entrevista: Qual a importância prática de STEPLIB em jobs que executam programas próprios?,Ela informa onde o sistema deve localizar os load modules do step.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 076 - SYSPRINT,O que você procura primeiro em SYSPRINT de compilação COBOL? Responda como em uma entrevista técnica objetiva.,"Mensagens de erro/aviso, severidade, linha afetada e resumo final do compile."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 077 - Cenário prático: RC de utilitário,"Em um cenário real de operação ou desenvolvimento, Como interpretar RC diferente de zero em utilitários?","Depende do utilitário; alguns RCs altos são erro, outros são condição de negócio. É preciso consultar o significado."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 078 - Troubleshooting: Procedure catalogada,"Durante uma investigação em mainframe, Qual a vantagem operacional de procedures catalogadas?","Padronizam execução, reduzem repetição e facilitam manutenção do JCL."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 079 - Conceito central: Spool,Explique em alto nível: Que diferença faz entender SYSOUT/SYSPRINT ao diagnosticar jobs?,"Ajuda a localizar rapidamente mensagens do sistema, do programa e de utilitários."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 080 - Pergunta de recrutador: Compilação e link,Se eu te perguntasse em entrevista: Explique a diferença entre compilar e link-editar.,Compilar traduz fonte em objeto; link-edit resolve dependências e gera o executável.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 081 - IEFBR14,O que é o IEFBR14 e em que tipo de situação ele aparece em JCL? Responda como em uma entrevista técnica objetiva.,"É um programa quase nulo usado principalmente para satisfazer EXECs simples, como alocação/remoção de datasets via DD."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 082 - Cenário prático: IGYCRCTL,"Em um cenário real de operação ou desenvolvimento, Qual é o papel do IGYCRCTL no fluxo de compilação COBOL?",É o compilador COBOL; traduz o fonte em objeto/listagem e emite mensagens de compilação.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 083 - Troubleshooting: IGYWCL,"Durante uma investigação em mainframe, Por que sites usam procedure catalogada como IGYWCL em vez de chamar componentes isolados?","Porque encapsula compile e linkage com parâmetros padronizados, simplificando o JCL."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 084 - Conceito central: HEWL/IEWL,Explique em alto nível: Qual é a função do link-editor após a compilação?,Resolver referências externas e gerar o módulo carregável na LOADLIB.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 085 - Pergunta de recrutador: IEBGENER,Se eu te perguntasse em entrevista: Quando IEBGENER é suficiente e quando você trocaria por SORT ou programa próprio?,"Ele serve para cópia simples; se houver transformação ou ordenação, outro utilitário é mais adequado."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 086 - IEBCOPY,Para que serve IEBCOPY em bibliotecas PDS/PDSE? Responda como em uma entrevista técnica objetiva.,"Copiar, comprimir ou mover membros entre bibliotecas."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 087 - Cenário prático: DFSORT,"Em um cenário real de operação ou desenvolvimento, Cite usos típicos de DFSORT em processamento batch.","Ordenação, cópia condicional, filtragem, joins simples, reformatting e sumarização."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 088 - Troubleshooting: ICETOOL,"Durante uma investigação em mainframe, Como ICETOOL complementa DFSORT?","Oferece comandos mais declarativos para relatórios, contagens, splits e validações."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 089 - Conceito central: IKJEFT01,Explique em alto nível: Quando IKJEFT01 é usado em batch?,"Para executar comandos TSO, programas sob TSO ou passos que dependem do ambiente TSO em batch."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 090 - Pergunta de recrutador: IDCAMS,Se eu te perguntasse em entrevista: Em que cenário IDCAMS é indispensável?,"Na criação, manutenção e carga de datasets VSAM, além de LISTCAT/REPRO/DELETE."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 091 - IEHLIST,Para que IEHLIST é útil em troubleshooting? Responda como em uma entrevista técnica objetiva.,"Listar informações de catálogos e volumes, ajudando a inspecionar datasets."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 092 - Cenário prático: ADRDSSU,"Em um cenário real de operação ou desenvolvimento, O que ADRDSSU costuma fazer no ambiente?","Backup, restore, copy e dump em nível de dataset/volume."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 093 - Troubleshooting: AMASPZAP,"Durante uma investigação em mainframe, Por que AMASPZAP é sensível e quando pode aparecer em entrevista?",Porque altera bytes diretamente em módulos ou datasets; é poderoso e arriscado.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 094 - Conceito central: SORT vs programa,Explique em alto nível: Quando você evita escrever COBOL e usa utilitário em vez disso?,Quando o problema é operacional/transformacional simples e o utilitário resolve com menos custo.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 095 - Pergunta de recrutador: STEPLIB,Se eu te perguntasse em entrevista: Qual a importância prática de STEPLIB em jobs que executam programas próprios?,Ela informa onde o sistema deve localizar os load modules do step.
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 096 - SYSPRINT,O que você procura primeiro em SYSPRINT de compilação COBOL? Responda como em uma entrevista técnica objetiva.,"Mensagens de erro/aviso, severidade, linha afetada e resumo final do compile."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 097 - Cenário prático: RC de utilitário,"Em um cenário real de operação ou desenvolvimento, Como interpretar RC diferente de zero em utilitários?","Depende do utilitário; alguns RCs altos são erro, outros são condição de negócio. É preciso consultar o significado."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 098 - Troubleshooting: Procedure catalogada,"Durante uma investigação em mainframe, Qual a vantagem operacional de procedures catalogadas?","Padronizam execução, reduzem repetição e facilitam manutenção do JCL."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 099 - Conceito central: Spool,Explique em alto nível: Que diferença faz entender SYSOUT/SYSPRINT ao diagnosticar jobs?,"Ajuda a localizar rapidamente mensagens do sistema, do programa e de utilitários."
interview,Mainframe,Utilitários e Programas,🖥️,🛠️,Utilitários e Programas 100 - Pergunta de recrutador: Compilação e link,Se eu te perguntasse em entrevista: Explique a diferença entre compilar e link-editar.,Compilar traduz fonte em objeto; link-edit resolve dependências e gera o executável.
interview,Mainframe,Abends,🖥️,🚨,Abends 001 - S0C7,O que normalmente causa um S0C7? Responda como em uma entrevista técnica objetiva.,"Dados inválidos em operação numérica, layout incorreto ou conversão indevida."
interview,Mainframe,Abends,🖥️,🚨,Abends 002 - Cenário prático: S806,"Em um cenário real de operação ou desenvolvimento, Qual a causa clássica de um S806?",Módulo não encontrado ou não carregável na concatenação de bibliotecas.
interview,Mainframe,Abends,🖥️,🚨,Abends 003 - Troubleshooting: S222,"Durante uma investigação em mainframe, O que significa S222?",Job cancelado por operador ou condição equivalente de cancelamento.
interview,Mainframe,Abends,🖥️,🚨,Abends 004 - Conceito central: S322,Explique em alto nível: Como você interpreta S322?,"Timeout ou excesso de CPU/tempo, levando ao cancelamento da execução."
interview,Mainframe,Abends,🖥️,🚨,Abends 005 - Pergunta de recrutador: S0C1,Se eu te perguntasse em entrevista: O que pode provocar S0C1?,"Instrução inválida, branch para área errada ou carga incorreta de módulo."
interview,Mainframe,Abends,🖥️,🚨,Abends 006 - S0C4,Qual a leitura inicial de um S0C4? Responda como em uma entrevista técnica objetiva.,Violação de proteção ou acesso a endereço inválido.
interview,Mainframe,Abends,🖥️,🚨,Abends 007 - Cenário prático: SB37,"Em um cenário real de operação ou desenvolvimento, O que indica SB37?",Falta de espaço em dataset sequencial/PDS durante extensão.
interview,Mainframe,Abends,🖥️,🚨,Abends 008 - Troubleshooting: SE37,"Durante uma investigação em mainframe, Como SE37 difere de SB37?",Relaciona-se a limite/extensão de dataset excedido em condições específicas de alocação.
