kind,space,subspace,spaceIcon,subspaceIcon,title,lang,description,code
code,mainframe,jcl/basico,,,JCL 011 - JOB de carga mensal para cobrança com CLASS=B e MSGCLASS=H,jcl,"Configura um JOB batch para cobrança, ajustando fila, saída de mensagens e NOTIFY para o lote de carga mensal.","//JOB011   JOB (ACCT),'COBR CRG',CLASS=B,MSGCLASS=H,NOTIFY=&SYSUID
//STEP1     EXEC PGM=IEFBR14
//DD1       DD   DSN=USER.COBR.CRG.TEMP.SP,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800)"
code,mainframe,jcl/datasets,,,JCL 012 - IEFBR14 para alocar arquivo de carga mensal em cobrança,jcl,"Aloca e cataloga um dataset para a rotina de carga mensal de cobrança, variando DCB e SPACE conforme o cenário.","//ALOC012 JOB (ACCT),'COBR CRG',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//ALLOC     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.COBR.CRG.ENTRADA.SP,DISP=(NEW,CATLG,DELETE),
//             DCB=(RECFM=VB,LRECL=120,BLKSIZE=27920),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/utilitarios,,,JCL 013 - DFSORT para ordenar registros de cobrança na rotina de carga mensal,jcl,"Ordena um arquivo sequencial usando chave posicional, útil para preparar dados de cobrança antes do passo de carga mensal.","//SRT013   JOB (ACCT),'COBR CRG',CLASS=A,MSGCLASS=X
//SORTSTEP  EXEC PGM=SORT
//SORTIN    DD   DSN=USER.COBR.CRG.INPUT.SP,DISP=SHR
//SORTOUT   DD   DSN=USER.COBR.CRG.SORTED.SP,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA
//SYSIN     DD   *
  SORT FIELDS=(6,8,A,A)
  OPTION EQUALS
/*"
code,mainframe,jcl/utilitarios,,,JCL 014 - IEBCOPY para promover membros de cobrança em carga mensal,jcl,"Copia membros selecionados entre bibliotecas particionadas, típico de promoção de utilitários ou PROC de cobrança.","//CPY014   JOB (ACCT),'COBR CRG',CLASS=A,MSGCLASS=X
//CPYLIB    EXEC PGM=IEBCOPY
//SYSPRINT  DD   SYSOUT=*
//SYSUT1    DD   DSN=USER.COBR.CRG.PDS.SOURCE,DISP=SHR
//SYSUT2    DD   DSN=USER.COBR.CRG.PDS.TARGET,DISP=SHR
//SYSIN     DD   *
  COPY OUTDD=SYSUT2,INDD=SYSUT1
  SELECT MEMBER=(COBRCRG)
/*"
code,mainframe,jcl/utilitarios,,,JCL 015 - IDCAMS DEFINE CLUSTER para VSAM de cobrança em carga mensal,jcl,"Cria um KSDS para armazenar dados de cobrança, ajustando tamanho de chave e de registro conforme a rotina de carga mensal.","//IDC015   JOB (ACCT),'COBR CRG',CLASS=A,MSGCLASS=X
//DEFKSDS   EXEC PGM=IDCAMS
//SYSPRINT  DD   SYSOUT=*
//SYSIN     DD   *
  DEFINE CLUSTER(NAME(USER.COBR.CRG.KSDS) -
         INDEXED -
         KEYS(10 0) -
         RECORDSIZE(200 200) -
         SHAREOPTIONS(2 3) -
         VOLUMES(WRK001)) -
         DATA(NAME(USER.COBR.CRG.KSDS.DATA)) -
         INDEX(NAME(USER.COBR.CRG.KSDS.INDEX))
/*"
code,mainframe,jcl/execucao,,,JCL 016 - COND para bloquear step de carga mensal em cobrança,jcl,Pula a etapa seguinte quando a validação de cobrança retorna RC compatível com a regra operacional definida para carga mensal.,"//COND016 JOB (ACCT),'COBR CRG',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//VALIDA    EXEC PGM=VALCOBR
//ENTRADA   DD   DSN=USER.COBR.CRG.INPUT.SP,DISP=SHR
//PROCESSA  EXEC PGM=PRCCOBR,COND=(8,LE,VALIDA)
//SAIDA     DD   DSN=USER.COBR.CRG.SAIDA.SP,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/execucao,,,JCL 017 - IF/THEN/ELSE para desviar processamento de cobrança em carga mensal,jcl,"Encaminha o job para o caminho normal ou alternativo de carga mensal, conforme RC do step anterior.","//IF017    JOB (ACCT),'COBR CRG',CLASS=A,MSGCLASS=X
//EXTRAI    EXEC PGM=EXTCOBR
//CHECKRC   IF (EXTRAI.RC <= 4) THEN
//CARGA     EXEC PGM=LDCOBR
//OUTOK     DD   DSN=USER.COBR.CRG.OK.SP,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//ELSE
//ERRO      EXEC PGM=GERRPT
//OUTERR    DD   DSN=USER.COBR.CRG.ERRO.SP,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA
//ENDIF     ENDIF"
code,mainframe,jcl/procedures,,,JCL 018 - PROC catalogada para carga mensal de cobrança,jcl,Chama uma PROC reutilizável e sobrescreve parâmetros simbólicos para adaptar o processamento ao domínio de cobrança.,"//PRC018   JOB (ACCT),'COBR CRG',CLASS=A,MSGCLASS=X
//EXECROT   EXEC PROCCOBR,ARQIN=USER.COBR.CRG.IN.SP,ARQOUT=USER.COBR.CRG.OUT.SP,
//             REG=32M,TIPO=CRG"
code,mainframe,jcl/generico,,,JCL 019 - PROC in-stream parametrizada para cobrança em carga mensal,jcl,"Define uma procedure no próprio job com símbolos para variar entrada, saída e modo de execução da rotina de carga mensal.","//ISP019   JOB (ACCT),'COBR CRG',CLASS=A,MSGCLASS=X
//ETAPA     PROC ARQIN=,ARQOUT=
//STEP1     EXEC PGM=PRCCOBR
//INFILE    DD   DSN=&ARQIN,DISP=SHR
//OUTFILE   DD   DSN=&ARQOUT,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//          PEND
//RUNPROC   EXEC ETAPA,ARQIN=USER.COBR.CRG.RAW.SP,ARQOUT=USER.COBR.CRG.NORM.SP"
code,mainframe,jcl/dd,,,JCL 020 - DISP detalhado para arquivo de cobrança em carga mensal,jcl,"Mostra um triplo DISP MOD,CATLG,KEEP e o efeito prático de sucesso, falha ou término anormal sobre um dataset de cobrança.","//DSP020   JOB (ACCT),'COBR CRG',CLASS=A,MSGCLASS=X
//STEP1     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.COBR.CRG.ARQ.SP,DISP=(MOD,CATLG,KEEP),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA"
code,mainframe,jcl/basico,,,JCL 021 - JOB de reconciliação para cobrança com CLASS=C e MSGCLASS=J,jcl,"Configura um JOB batch para cobrança, ajustando fila, saída de mensagens e NOTIFY para o lote de reconciliação.","//JOB021   JOB (ACCT),'COBR REC',CLASS=C,MSGCLASS=J,NOTIFY=&SYSUID
//STEP1     EXEC PGM=IEFBR14
//DD1       DD   DSN=USER.COBR.REC.TEMP.RJ,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800)"
code,mainframe,jcl/datasets,,,JCL 022 - IEFBR14 para alocar arquivo de reconciliação em cobrança,jcl,"Aloca e cataloga um dataset para a rotina de reconciliação de cobrança, variando DCB e SPACE conforme o cenário.","//ALOC022 JOB (ACCT),'COBR REC',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//ALLOC     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.COBR.REC.ENTRADA.RJ,DISP=(NEW,CATLG,DELETE),
//             DCB=(RECFM=FB,LRECL=150,BLKSIZE=30000),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/utilitarios,,,JCL 023 - DFSORT para ordenar registros de cobrança na rotina de reconciliação,jcl,"Ordena um arquivo sequencial usando chave posicional, útil para preparar dados de cobrança antes do passo de reconciliação.","//SRT023   JOB (ACCT),'COBR REC',CLASS=A,MSGCLASS=X
//SORTSTEP  EXEC PGM=SORT
//SORTIN    DD   DSN=USER.COBR.REC.INPUT.RJ,DISP=SHR
//SORTOUT   DD   DSN=USER.COBR.REC.SORTED.RJ,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA
//SYSIN     DD   *
  SORT FIELDS=(14,4,ZD,A)
  OPTION EQUALS
/*"
code,mainframe,jcl/utilitarios,,,JCL 024 - IEBCOPY para promover membros de cobrança em reconciliação,jcl,"Copia membros selecionados entre bibliotecas particionadas, típico de promoção de utilitários ou PROC de cobrança.","//CPY024   JOB (ACCT),'COBR REC',CLASS=A,MSGCLASS=X
//CPYLIB    EXEC PGM=IEBCOPY
//SYSPRINT  DD   SYSOUT=*
//SYSUT1    DD   DSN=USER.COBR.REC.PDS.SOURCE,DISP=SHR
//SYSUT2    DD   DSN=USER.COBR.REC.PDS.TARGET,DISP=SHR
//SYSIN     DD   *
  COPY OUTDD=SYSUT2,INDD=SYSUT1
  SELECT MEMBER=(COBRREC)
/*"
code,mainframe,jcl/utilitarios,,,JCL 025 - IDCAMS DEFINE CLUSTER para VSAM de cobrança em reconciliação,jcl,"Cria um KSDS para armazenar dados de cobrança, ajustando tamanho de chave e de registro conforme a rotina de reconciliação.","//IDC025   JOB (ACCT),'COBR REC',CLASS=A,MSGCLASS=X
//DEFKSDS   EXEC PGM=IDCAMS
//SYSPRINT  DD   SYSOUT=*
//SYSIN     DD   *
  DEFINE CLUSTER(NAME(USER.COBR.REC.KSDS) -
         INDEXED -
         KEYS(12 0) -
         RECORDSIZE(300 300) -
         SHAREOPTIONS(2 3) -
         VOLUMES(WRK001)) -
         DATA(NAME(USER.COBR.REC.KSDS.DATA)) -
         INDEX(NAME(USER.COBR.REC.KSDS.INDEX))
/*"
code,mainframe,jcl/execucao,,,JCL 026 - COND para bloquear step de reconciliação em cobrança,jcl,Pula a etapa seguinte quando a validação de cobrança retorna RC compatível com a regra operacional definida para reconciliação.,"//COND026 JOB (ACCT),'COBR REC',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//VALIDA    EXEC PGM=VALCOBR
//ENTRADA   DD   DSN=USER.COBR.REC.INPUT.RJ,DISP=SHR
//PROCESSA  EXEC PGM=PRCCOBR,COND=(12,EQ,VALIDA)
//SAIDA     DD   DSN=USER.COBR.REC.SAIDA.RJ,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/execucao,,,JCL 027 - IF/THEN/ELSE para desviar processamento de cobrança em reconciliação,jcl,"Encaminha o job para o caminho normal ou alternativo de reconciliação, conforme RC do step anterior.","//IF027    JOB (ACCT),'COBR REC',CLASS=A,MSGCLASS=X
//EXTRAI    EXEC PGM=EXTCOBR
//CHECKRC   IF (EXTRAI.RC <= 8) THEN
//CARGA     EXEC PGM=LDCOBR
//OUTOK     DD   DSN=USER.COBR.REC.OK.RJ,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//ELSE
//ERRO      EXEC PGM=GERRPT
//OUTERR    DD   DSN=USER.COBR.REC.ERRO.RJ,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA
//ENDIF     ENDIF"
code,mainframe,jcl/procedures,,,JCL 028 - PROC catalogada para reconciliação de cobrança,jcl,Chama uma PROC reutilizável e sobrescreve parâmetros simbólicos para adaptar o processamento ao domínio de cobrança.,"//PRC028   JOB (ACCT),'COBR REC',CLASS=A,MSGCLASS=X
//EXECROT   EXEC PROCCOBR,ARQIN=USER.COBR.REC.IN.RJ,ARQOUT=USER.COBR.REC.OUT.RJ,
//             REG=64M,TIPO=REC"
code,mainframe,jcl/generico,,,JCL 029 - PROC in-stream parametrizada para cobrança em reconciliação,jcl,"Define uma procedure no próprio job com símbolos para variar entrada, saída e modo de execução da rotina de reconciliação.","//ISP029   JOB (ACCT),'COBR REC',CLASS=A,MSGCLASS=X
//ETAPA     PROC ARQIN=,ARQOUT=
//STEP1     EXEC PGM=PRCCOBR
//INFILE    DD   DSN=&ARQIN,DISP=SHR
//OUTFILE   DD   DSN=&ARQOUT,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//          PEND
//RUNPROC   EXEC ETAPA,ARQIN=USER.COBR.REC.RAW.RJ,ARQOUT=USER.COBR.REC.NORM.RJ"
code,mainframe,jcl/dd,,,JCL 030 - DISP detalhado para arquivo de cobrança em reconciliação,jcl,"Mostra um triplo DISP OLD,DELETE,DELETE e o efeito prático de sucesso, falha ou término anormal sobre um dataset de cobrança.","//DSP030   JOB (ACCT),'COBR REC',CLASS=A,MSGCLASS=X
//STEP1     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.COBR.REC.ARQ.RJ,DISP=(OLD,DELETE,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA"
code,mainframe,jcl/basico,,,JCL 031 - JOB de relatório gerencial para cobrança com CLASS=D e MSGCLASS=K,jcl,"Configura um JOB batch para cobrança, ajustando fila, saída de mensagens e NOTIFY para o lote de relatório gerencial.","//JOB031   JOB (ACCT),'COBR REL',CLASS=D,MSGCLASS=K,NOTIFY=&SYSUID
//STEP1     EXEC PGM=IEFBR14
//DD1       DD   DSN=USER.COBR.REL.TEMP.MG,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800)"
code,mainframe,jcl/datasets,,,JCL 032 - IEFBR14 para alocar arquivo de relatório gerencial em cobrança,jcl,"Aloca e cataloga um dataset para a rotina de relatório gerencial de cobrança, variando DCB e SPACE conforme o cenário.","//ALOC032 JOB (ACCT),'COBR REL',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//ALLOC     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.COBR.REL.ENTRADA.MG,DISP=(NEW,CATLG,DELETE),
//             DCB=(RECFM=FB,LRECL=200,BLKSIZE=20000),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/utilitarios,,,JCL 033 - DFSORT para ordenar registros de cobrança na rotina de relatório gerencial,jcl,"Ordena um arquivo sequencial usando chave posicional, útil para preparar dados de cobrança antes do passo de relatório gerencial.","//SRT033   JOB (ACCT),'COBR REL',CLASS=A,MSGCLASS=X
//SORTSTEP  EXEC PGM=SORT
//SORTIN    DD   DSN=USER.COBR.REL.INPUT.MG,DISP=SHR
//SORTOUT   DD   DSN=USER.COBR.REL.SORTED.MG,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA
//SYSIN     DD   *
  SORT FIELDS=(18,6,CH,A)
  OPTION EQUALS
/*"
code,mainframe,jcl/utilitarios,,,JCL 034 - IEBCOPY para promover membros de cobrança em relatório gerencial,jcl,"Copia membros selecionados entre bibliotecas particionadas, típico de promoção de utilitários ou PROC de cobrança.","//CPY034   JOB (ACCT),'COBR REL',CLASS=A,MSGCLASS=X
//CPYLIB    EXEC PGM=IEBCOPY
//SYSPRINT  DD   SYSOUT=*
//SYSUT1    DD   DSN=USER.COBR.REL.PDS.SOURCE,DISP=SHR
//SYSUT2    DD   DSN=USER.COBR.REL.PDS.TARGET,DISP=SHR
//SYSIN     DD   *
  COPY OUTDD=SYSUT2,INDD=SYSUT1
  SELECT MEMBER=(COBRREL)
/*"
code,mainframe,jcl/utilitarios,,,JCL 035 - IDCAMS DEFINE CLUSTER para VSAM de cobrança em relatório gerencial,jcl,"Cria um KSDS para armazenar dados de cobrança, ajustando tamanho de chave e de registro conforme a rotina de relatório gerencial.","//IDC035   JOB (ACCT),'COBR REL',CLASS=A,MSGCLASS=X
//DEFKSDS   EXEC PGM=IDCAMS
//SYSPRINT  DD   SYSOUT=*
//SYSIN     DD   *
  DEFINE CLUSTER(NAME(USER.COBR.REL.KSDS) -
         INDEXED -
         KEYS(6 0) -
         RECORDSIZE(80 80) -
         SHAREOPTIONS(2 3) -
         VOLUMES(WRK001)) -
         DATA(NAME(USER.COBR.REL.KSDS.DATA)) -
         INDEX(NAME(USER.COBR.REL.KSDS.INDEX))
/*"
code,mainframe,jcl/execucao,,,JCL 036 - COND para bloquear step de relatório gerencial em cobrança,jcl,Pula a etapa seguinte quando a validação de cobrança retorna RC compatível com a regra operacional definida para relatório gerencial.,"//COND036 JOB (ACCT),'COBR REL',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//VALIDA    EXEC PGM=VALCOBR
//ENTRADA   DD   DSN=USER.COBR.REL.INPUT.MG,DISP=SHR
//PROCESSA  EXEC PGM=PRCCOBR,COND=(16,GE,VALIDA)
//SAIDA     DD   DSN=USER.COBR.REL.SAIDA.MG,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/execucao,,,JCL 037 - IF/THEN/ELSE para desviar processamento de cobrança em relatório gerencial,jcl,"Encaminha o job para o caminho normal ou alternativo de relatório gerencial, conforme RC do step anterior.","//IF037    JOB (ACCT),'COBR REL',CLASS=A,MSGCLASS=X
//EXTRAI    EXEC PGM=EXTCOBR
//CHECKRC   IF (EXTRAI.RC <= 12) THEN
//CARGA     EXEC PGM=LDCOBR
//OUTOK     DD   DSN=USER.COBR.REL.OK.MG,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//ELSE
//ERRO      EXEC PGM=GERRPT
//OUTERR    DD   DSN=USER.COBR.REL.ERRO.MG,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA
//ENDIF     ENDIF"
code,mainframe,jcl/procedures,,,JCL 038 - PROC catalogada para relatório gerencial de cobrança,jcl,Chama uma PROC reutilizável e sobrescreve parâmetros simbólicos para adaptar o processamento ao domínio de cobrança.,"//PRC038   JOB (ACCT),'COBR REL',CLASS=A,MSGCLASS=X
//EXECROT   EXEC PROCCOBR,ARQIN=USER.COBR.REL.IN.MG,ARQOUT=USER.COBR.REL.OUT.MG,
//             REG=96M,TIPO=REL"
code,mainframe,jcl/generico,,,JCL 039 - PROC in-stream parametrizada para cobrança em relatório gerencial,jcl,"Define uma procedure no próprio job com símbolos para variar entrada, saída e modo de execução da rotina de relatório gerencial.","//ISP039   JOB (ACCT),'COBR REL',CLASS=A,MSGCLASS=X
//ETAPA     PROC ARQIN=,ARQOUT=
//STEP1     EXEC PGM=PRCCOBR
//INFILE    DD   DSN=&ARQIN,DISP=SHR
//OUTFILE   DD   DSN=&ARQOUT,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//          PEND
//RUNPROC   EXEC ETAPA,ARQIN=USER.COBR.REL.RAW.MG,ARQOUT=USER.COBR.REL.NORM.MG"
code,mainframe,jcl/dd,,,JCL 040 - DISP detalhado para arquivo de cobrança em relatório gerencial,jcl,"Mostra um triplo DISP SHR,KEEP,KEEP e o efeito prático de sucesso, falha ou término anormal sobre um dataset de cobrança.","//DSP040   JOB (ACCT),'COBR REL',CLASS=A,MSGCLASS=X
//STEP1     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.COBR.REL.ARQ.MG,DISP=(SHR,KEEP,KEEP),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA"
code,mainframe,jcl/basico,,,JCL 041 - JOB de retorno bancário para cobrança com CLASS=E e MSGCLASS=T,jcl,"Configura um JOB batch para cobrança, ajustando fila, saída de mensagens e NOTIFY para o lote de retorno bancário.","//JOB041   JOB (ACCT),'COBR RET',CLASS=E,MSGCLASS=T,NOTIFY=&SYSUID
//STEP1     EXEC PGM=IEFBR14
//DD1       DD   DSN=USER.COBR.RET.TEMP.BA,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800)"
code,mainframe,jcl/datasets,,,JCL 042 - IEFBR14 para alocar arquivo de retorno bancário em cobrança,jcl,"Aloca e cataloga um dataset para a rotina de retorno bancário de cobrança, variando DCB e SPACE conforme o cenário.","//ALOC042 JOB (ACCT),'COBR RET',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//ALLOC     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.COBR.RET.ENTRADA.BA,DISP=(NEW,CATLG,DELETE),
//             DCB=(RECFM=VB,LRECL=300,BLKSIZE=3120),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
